Gouvernorat,Price,rooms,Localisation,Description
Tunis,120000.0,1.0,Ain Zaghouan,a vendre ain zaghouen appartement studio s+0 cui sdb bel emplacement contactez l agence pour plus de renseignement
Tunis,375000.0,3.0,Gammart,#réf 58va vendre appartement s2gammarth touristiqueen cours de finition avec une superficie de 125 m2au 1er étagesalon avec terrassecuisine avec un séchoirdeux chambres à coucherune salle de bainprix 375.000 md  négociableappelez le 54542023
Ariana,360000.0,3.0,Cite Ennasr 1,"a vendre à ennasr 1 un appartement s+2 d'une superficie de 114m² avec titre foncier individuel situé au 3é et dernier étage avec ascenseur dans une résidence calme et sécurisée proche de toute commoditéesl'appartement et composé d'un salon salle à manger ouvrant sur une très grande terrasse,2chambres à coucher une chambre avec dreessing et une chambre avec placard,d'une salle de bain cuisine meublée et équipée avec séchoir ,  une place de parking au sous-soll'appartement est doté de chauffage centrale et de 2 climatiseursprix de vente 360 000dt légèrement négociablepour plus d'informations veuillez nous contacter :27 740650 ou 56 567004"
Tunis,720000.0,3.0,La Goulette,"vous êtes à la recherche dun logement non meubléà vendre à la goulette ?arcane immobilière, votre agence immobilière à tunis, vous propose en exclusivité un bel appartement de type s+3. basé à la goulette à proximité de moyens de transport, école, collège, lycée, centre commercial.situé au deuxième étage dans une résidence sécurisée avec  ascenseur, cet appartement à vendre vide comprend :une grande pièce de vie avec vue merun grand séjour lumineuxune cuisine aménagée et équipée/ kitchenetteune suite parentale/ chambres enfant/ chambre des invitésune salle deau/ salle de douche (meuble vasque, miroir, douche, etc.)/ wc séparésystème de chauffage/ climatisation et production d'eau chaudeun parking à proximiténhésitez pas à prendre rendez-vous pour visiter ce logement vide et faire létat des lieux."
Ariana,120000.0,1.0,Sidi Salah,"fb.6350contacter notre conseiller en immobilier au 53672333a vendre un appartement s0 au 1er étage dans une résidence gardé et sécurisé à la soukra sidi salah , il se compose dun salon avec balcon , cuisine , salle de douche avec cabinelappartement installé dun chauffage centrale"
Tunis,724000.0,3.0,Jardins de Carthage,"agence immobilière le carré 9 vous propose à la vente un appartement s2 direct promoteur de 109m² situé au 3éme étage dune résidence récemment construite qui offre toute les commodités de haut standing  aux jardins de carthage.lappartement se compose dun salon lumineux avec un balcon, une cuisine bien équipée (plaque, four, micro-ondes, réfrigérateur et lave-vaisselle encastrables) avec un séchoir, une suite parentale avec sa salle de douche, une chambre à coucher et une salle de douche commune.lappartement est équipé de la climatisation et du chauffage central ainsi des dressings dans toutes les pièces, pour plus de commodités la cuisine est équipée de la climatisation en split.au rez-de-chaussée de la résidence on trouve une grande salle sécurisée pour divertissement, cérémonie ou autre dédier exclusivement pour les résidents et leurs invités.un jacuzzi et une piscine couverte avec des vestiaires sont disponibles.de même un espace de mise en forme est réservé aux résidents de la résidence.place de parking au sous-sol est à 37.000dt"
Tunis,192000.0,2.0,El Aouina,#réf 92và vendre une agréable appartement s1aouina wahatprix 192.000 md  négociable2ème étage  avec double ascenseurkitchenette américain équipé ouvert sur un salon lumineux avec balconchambre à couchersalle d'eau avec cabine de douchechauffage centrale et climatisationsuperficie 56 m2haut standing54542023 pour plus des détails
Tunis,220000.0,4.0,Republique,#réf 98va vendre appartement s3centre ville tunis1ère étage avec superficie de 110  m2titre individuel3 chambres à coucherbalconsalle de baincuisine avec séchoirprix 220 mdnuméro de téléphone 54542023
Tunis,360000.0,4.0,El Aouina,"#réf 30và vendre une belle appartement s3 videaouina wahatau mezzanine de superficie 130 m2prix 360.000 md négociablesalon spacieux avec terrasse3 chambres à coucher, une avec terrassecuisine équipée avec séchoirsalle de bainchauffage centralesi intéressé contactez le 54542023"
Ariana,335000.0,4.0,Cite El Ghazala 1,appartement s+3 à vendrehelma immobilière vous propose a la vente un appartement s+3 de 144 m2 au  4 ème etage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités cité el ghazalail se compose d':-  un salon  spacieuse- terrasse de  15 m2-  une cuisine équipée avec séchoir- une salle de bain- trois chambres à coucher- chauffage central- climatisation- place de parking- gardiennage et syndicprix de vente :  335 mdannée de construction : 2015
Ariana,149999.0,2.0,Cite Ennasr 2,ennasr 2 ; à vendre coquet  appartement   dans une résidence bien située composé de :un salon1 chambre à coucher avec dressingcuisine avec séchoirsdbchauffage central2 climatiseursplace de parkingavec titre fonciersuperficie : 60 m²prix  : 150 mille dinarscontactez agence building négoce : mme siala 50151839
Ariana,155000.0,2.0,Cite Ennasr 2,appartement s+1 a vendreopportunité pour les investisseurshelma immo vous propose à la vente un appartement  s+1 avec meuble  de 50 m2 au 7 eme étage dans une résidence gardée et sécurisée proches de toutes commodités à ennasr 2il se compose d:- un salon- une kitchinette ouverte équipé et aménagée- une salle deau avec douche italienne- une chambre a coucher- un chauffage centrale- gardiennage et syndiccertificat de propriété en règleprix de vente : 155 md
Ariana,185000.0,2.0,Riadh Landlous,"appartement s+1 a vendrehelma  immobilière vous propose la vente d'un appartement s+1 de 59 m2 au 4ème étage dans une residence sécurisée et gardée , situé à proximité de toutes commodités à riadh el andalousil se compose d:-un salon  avec balcon- une chambre à coucher avec dressing- une cuisine équipée open space- une salle deau- climatisation- chauffage central- place de parking- gardiennage et syndictitre individuel en règle"
Ariana,475000.0,4.0,Cite Ennasr 2,"appartement s+3 spacieux avec jardin ennaserhelma immobilière vous propose a la vente un appartement s+3 de 189 m2 standing au rez de chaussée avec jardin et  abri de voiture dans une résidence sécurisée et bien gardée , emplacement idéal.l'appartement se compose- un  grand salon , salle a manger- une cuisine équipée ( plaque , hotte, four )- séchoir- chambre de service-,terrasse- un balcon- salle deau-,une chambre a coucher- hall avec placards-  deux chambres à coucher avec des placards-  salle de bain- jardin- hall- deux abris de voitures- 3 climatiseurs- chauffage central- gardinnage et syndicprix  475 mdtitre foncier individuel en règle"
Ariana,170000.0,2.0,Jardins d'el Menzah,on.met à la vente un appartement  s+1  de 45 m2 au 2 eme étage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités.il se compose d:- un salon- une kitchinette ouverte équipé et aménagée- une salle deau avec douche- une chambre a coucher- un chauffage centrale- gardiennage et syndiccertificat de propriété en règle
Tunis,250000.0,2.0,Ain Zaghouan,"vends appartement 2 pièces ain zaghouan résidence pyramides 2.deux chambres à coucher, salon salle à manger, sdb,séchoir aménagé, balcon.chauffage central pré installé6ème étage avec deux ascenseurs, parking gardétitre foncier en règle.libre de suitebonne orientation et éclairage."
Ariana,135000.0,3.0,Borj Louzir,agence immobilière 100's immo vous propose un appartement s+3 au 4 ème étage sis à ariana sans ascenseur.prix initiale 135 milles dinars.infoline contactez notre agence via whatsapp ou mobile 22523691.
Ariana,350000.0,4.0,Cite Ennasr 2,"appartement à vendre de superficie 157 m2, situé à ennasr 2 avenue hedi nouira coté samaron , au 4ème étage  avec ascenseur,il comporte, un hall,  un salon spacieux, marbre blanc, avec un balcon qui donne directement sur lavenu hédi nouira., une cuisine avec séchoir , une salle deau , 3 chambres à coucher qui partagent  une salle de bain.titre foncier individuelprix =  350000 dt négociablepour plus d'infos contactez : 52523952"
Tunis,340000.0,4.0,El Aouina,"a vendreappartement s+3 à cité les palmeraiessuperficie :148,6m²composition :salon avec balconcuisine équipée de plaque, hotte et foursalle d'eau invitéssalle de bain communetrois chambres à coucher dont 2 avec dressingclimatiseurschauffage centralplace de parking sous-solannée de construction :2012prix:340.000 dt"
Tunis,690000.0,3.0,Marsa Safsaf,"a vendre un appartement s+3 en plein centre de marsa ville.il est au 2eme étage d'un immeuble r+2, il peut avoir l'usage d'habitation ou bureautique.titre foncier individuel.prix légèrement négociable.veuillez contacter notre conseiller en immobilier à ce numéro 50897541"
Tunis,175000.0,2.0,El Aouina,"fb.7376a vendre un appartement s1 situé au 5éme étage avec ascenseur dans une résidence bien sécurisée et bien gardée à cite el wahat .il se compose dun salon , kitchenette plaque ,hotte ,fouravec séchoir et une chambre à coucher , plus salle de douche . lappartement est installé dun chauffage centrale et climatiseur .contacter notre conseillère en immobilier au 58713586 / 56096179 / 70727279."
Tunis,486000.0,3.0,Ain Zaghouan,sweet home vous propose à la vente un appartement  s+2 direct promoteur  d'une superficie 131m² à ain zaghouan nord  situé en 1 ér étage d'une résidence calme et sécurisée  composé de :salonchambre a coucherune suite parentalecuisine équipéesalle de douchechauffage centrale / climatiseursprix de vente : 486 000 dtpour visitez ou demande dinformations supplémentaires contactez  nous au  : +216 28 047 983 / +216 54 941 053 ( whatsapp ) .
Tunis,585000.0,4.0,Ain Zaghouan,a vendreappartement s+3 à ain zaghouan nordetage: rdcsuperficie : 148m²composition :salon avec balconcuisine équipée avec plaque hotte four et sechoirsalle d'eau invitéssalle de bain commune2 chambres à coucher avec dressingune suite parentale avec dressing et salle de doucheclimatiseurchauffage centralplace de parking sous-solprix :585.000 dt
Tunis,520000.0,3.0,Cite Erriadh,"à vendreappartement s+2 à la marsa.superficie :121.91 m²date construction : 2020composition:saloncuisine équipée de plaque, hotte, four.salle d'eau invités.deux chambres à coucher avec dressing.salle de bain.chauffage centralclimatiseurs.place parking.prix : 520000 dt"
Tunis,160000.0,3.0,Ksar Said,"un appart de charme situé au 1er étage dans une résidence sans ascenseur à ksar said 2, bardo. on a à l'entrée un salon, salle à manger avec balcon, une cuisine avec séchoir, une salle d'eau, 2 chambres, une salle de bain et une place de parking à l'extérieur. pour tous les renseignements, contacter l'agent sur le 58790700."
Ariana,150000.0,2.0,Cite Ennasr 2,ideal pour investissementimmobiliére ghayloun vous propose à la vente d'un appartement s1 à ennaser 2 d'un superficie 65 m prés de toutes les commidités .l'appartment contient :saloncuisine équipé par des élements des rangements avec un séchoirsalle de bain avec baignoireune vaste chambres à coucher avec dressingle prix de ce bien est seulement à 150 mdpour fixer un rendez vous contacter votre conseillère en immobilier ou envoyer un message watsaap 50 179 579
Ariana,430000.0,2.0,La Soukra,"notre agence le palaismet a la vente  un appartement  s2 au 2éme étage  avec double ascenseur avec piscine dans  une résidence gardésituée :soukracomposé de :grand  salon avec terrasse2 chambers a coucher avec dressing et balconcuisine équipée avec séchoirsalle de bainl'appartement  est équipé parchauffage centralclimatiseursabri de voituresuperficie:131 m²prix de vente :430.000mdsi vous êtes intéressés, veuillez nous contacter pour plus d'info sur 27726768/28341012réf:00801068"
Tunis,320000.0,2.0,Jardins de Carthage,"babylone immobilière vous propose à la vente un appartement en s+1 bien situé aux jardins de carthage ,d'une superficie 70.4 m²composé comme suit : un salon , une cuisine équipée , une chambre à coucher et une salle de bain . l'appartement est chauffé et climatisé . référence 112a."
Tunis,240000.0,3.0,Hedi Chaker,"réf 96va vendre appartement s+2lafayette centre ville tunis4ème étage avec ascenseur ascenseur en pannela partie jours se compose d'un couloir avec placard, cuisine equipé avec balcon et grand salon.la partie nuit loge couloir, salle de bain, salle d'eau et deux grandes chambres dont une avec dressing.chauffage centralsuperficie 95 m2titre individuelprix  240.000 md négociable.numéro de téléphone 54542023"
Tunis,680000.0,3.0,Ain Zaghouan,réf 85và vendre appartement s2 de luxe meubléain zaghoaunsuperficie  154 m2-salon avec grande terrassegrande cuisine entièrement équipée cuisinaune salle d'eau  d eau invitée2grande suite avec 2grand dressing1 place parking sous-solisolation thermique et phoniquechauffage et climatisation  centraleprix de vente  680.000 mdsi intéressé contactez le 54542023
Tunis,290000.0,3.0,Habib Thameur,"l'agence immobilière  relasser  vous propose à vendre  un  bel appartement meublé retapé à neuf  sur la grande avenue de l'habib thameur  gouvernorat du tunis situé au  3 éme  étage composé d'un salon ,salle à manger, 2 pièces lumineuses , une cuisine  équipée , une salle de bain  et deux grands balconsequipements:chauffage centraleclimatiseurs ( chaud et froid)menuiserie aluminiumvidéophoneparquet en boisla  superficie est  de 93 m² . titre foncierprix :290 mille dinars  .pour plus d'informations veuillez nous contacter au+ 216 20 015 980+216 71 351 875."
Manouba,50000.0,3.0,Denden,à el 3agba on vend un appartement propre de salon plusdeux chambres plus cuisine plus salle d'eau avec doucheplus deux placards.les papiers en règles.bon prix: 50 milles dinars.contacter noureddine au: 92 810 666
Manouba,265000.0,3.0,La Mannouba,"a vendre s+3, 1 er étage, spacieux, haut standing, ascenseur, chauffage central, dressing, cuisine équipée, four, plaque, hotte, dans une résidence bien sécurisée gardée jour et nuit et avec des caméras de surveillance, parking sous-sol, bon voisinage, proche de toutes les commoditésmanoubaprix: 265 mdréf-20484tél 51 66 0000tél 55 633 000darbaba(.)tn."
Manouba,240000.0,3.0,La Mannouba,"a vendre s+3, haut standing, première main, jamais habité, salon spacieuse, dressing, cuisine équipée, dans un quartier calme, proche de toutes les commodités, bon voisinagemanoubaprix: 240 mdréf-32947tél. 55 633 000tél. 51 660 000darbaba(.)tn"
Tunis,145000.0,1.0,El Aouina,"prix de vente: 145000dtsuperficie: 36m²type: s+1adresse: la nouvelle soukracontacter notre conseillère en immobilier au 52026677 / 56096179 / 70727279.a vendre un appartement s+0 jamais habite situé au 2éme étage avec double ascenseur dans une résidence bien sécurisée et bien gardée à cite el wahat .il se compose dun salon , kitchenette (plaque ,hotte ,four ) avec séchoir et une chambre à coucher , plus salle de douche . lappartement est installé dun chauffage centrale et climatiseur ."
Tunis,75000.0,2.0,Bab El Khadra,on met a votre disposition la vente d'un appartement s plus un au deuxième étagese composedeux piècescuisinesalle d'eau avec douche
Tunis,255000.0,2.0,El Aouina,"fb.6585contacter notre conseillère en immobilier au 56306032/ 56096179 / 70727279a  vendre un appartement s2au 6éme étage avec double ascenseur à cité wahat il se compose dunsalon2 chambre à coucher dont une avec balconsalle de baincuisine bien équipé avec plaque, hotte,chauffage central2 climatiseursplace parking sous sol,"
Tunis,350000.0,3.0,Le Kram,"un coquet appart au 2 éme étage situé dans une résidence avec ascenseur à cité el bounouk, carthage el yasmina. a l'entrée, on a un salon, salle à manger, une cuisine équipée avec séchoir, une salle d'eau, 3 chambres, une salle de bain et une place de parking au sous-sol. cet appart dispose également du chauffage centrale et climatiseurs. pour tous les renseignements, contacter l'agent sur le 56459510."
Tunis,255000.0,3.0,El Aouina,"fb.6585contacter notre conseillère en immobilier au 56306032/ 56096179 / 70727279a vendre un appartement s2 au 6éme étage avec double ascenseur à cité wahat il se compose dunsalon2 chambre à coucher dont une avec balconsalle de baincuisine bien équipé avec plaque, hotte,chauffage central2 climatiseursplace parking soussol,"
Tunis,120000.0,3.0,Ain Zaghouan,a vendre ain zaghouene studio s0 cui sdouche  pour plus de renseignement contactez l agence
Tunis,150000.0,3.0,Le Bardo,a vendre bardo appartement 2cc salon cui sdb balcon vue degage titre foncier individuel bel emplacement  residence garde contactez l agence
Ariana,450000.0,4.0,La Soukra,appartement s3 à la soukra très haut standing avec place parking sous sol et cellierprix: 450.000dt105m²
Tunis,150000.0,3.0,Bab Bhar,"à quelque mètre de l'av. habib bourguiba tunis,s+2 , , 2 balcons ,immeuble gardé , sécurisé .titre foncier individuelvisite à la demande ."
Tunis,320000.0,2.0,Jardins de Carthage,"appartement s+1 à vendre avec place de parkingcaractéristiques :type : appartement s+1 (salon, 1 chambre)place de parkingespace de vie confortable et modernecuisine équipéeclimatisation et chauffage centralascenseur dans limmeublevisite gratuite et sur rdvcontact:98 305 239 / 99 984 810 / 21 314 242"
Tunis,175000.0,2.0,El Aouina,"fb.7376a vendre un appartement s1 situé au 5éme étage avec ascenseur dans une résidence bien sécurisée et bien gardée à cite el wahat .il se compose dun salon , kitchenette plaque ,hotte ,four avec séchoir et une chambre à coucher , plus salle de douche . lappartement est installé dun chauffage centrale et climatiseur .contacter notre conseillère en immobilier au 56306032 / 56096179 / 70727279."
Tunis,550000.0,4.0,Salambo,3 chambres à couchersalle  à mangersalle d'eau avec cabine de douchesuite parentale  avec  salle  de  bain  jacuzzientre  indépendantegrand  cuisine  terrassegaz de
Tunis,900000.0,3.0,Berge Du Lac,"fb.7315contacter notre agent en immobilier au 51004658 / 56096179 / 70727279.a vendre un appartement s+3 au 1ére étage avec double ascenseur dans une résidencebien sécurisée et bien gardee au lac 2 .il se compose dun grand salon avec terrasse, cuisine bien équipée avec plaque ,hotte ,four,réfrigérateur,lave vaisselle plus séchoir et deux chambres à coucher avec dressings et un suite parentale, plus salle de bain et salle deau. lappartement est installé dun chauffage et climatisation centrale et un place parking sous sol disponible ."
Ariana,220000.0,2.0,La Soukra,"a vendre un appartement s+2 à borj louzir la soukra dun superficie total 105m² et un superficie nette 81m², dans une résidence au 2ème étage avec ascenseur, il se compose dun salon avec balcon, une cuisine bien équipée avec plaque hotte et éléments de rangement, une salle de bain plus deux chambres à couche dont une avec dressing.lappartement est équipé par chauffage central.titre de la propriété individuelle.merci de contacter notre agent en immobilier au 90531973."
Ariana,220000.0,2.0,Borj Louzir,"a vendre un appartement s+2 à borj louzir la soukra dun superficie total 105m² et un superficie nette 81m², dans une résidence au 2ème étage avec ascenseur, il se compose dun salon avec balcon, une cuisine bien équipée avec plaque hotte et éléments de rangement, une salle de bain plus deux chambres à couche dont une avec dressing.lappartement est équipé par chauffage central.titre de la propriété individuelle.merci de contacter notre agent en immobilier au 90531973."
Tunis,305000.0,4.0,El Manar 1,"l'agence krout immo mets à votre disposition une bel appartement de type s3, vous trouverez ci-dessous quelques caractéristiques :résidence sécuriséecuisine bien équipée avec séchoirgaz de villechauffage centralsuperficie approximative : 90 m²papiers : contratcet appartement peut etre exploiter aussi bien comme habitation et encore pour investissement.si ça sera le cas d'un investissement, il est deja loué à 1200 dt par mois avec un local commercial en dessous (18m²) à 600dt par mois donc au total ça donne comme retour sur investissement de 1800 dt par moisprix de vente : 305 mdplus dinformations contacter :96 851 94753 851 947nb : frais de visite 30dt ( vous bénéficierez de deux autres visites gratuites)"
Tunis,310000.0,4.0,El Manar 2,"a vendre un appartement s3 lumineux et idéalement situé à proximité du colisé soulal'appartement est bien orienté,lumineux et baigné de lumière naturelle.l'entrée donne sur  :-un grand salon donnant sur un balcon bien aménagé pour vos moments de détente bénéficiant d'une vue panoramique.-double cuisines fonctionnelles avec de nombreux rangements.-une salle de bain spacieuse.-3 chambres à coucher avec plusieurs rangements toutes bénéficiant d'une vue panoramique imprenable.ancien mais partiellement rénové, mêlant charme et convivialitél'appartement dispose aussi d'une proximité des commerces, écoles, collège, lycée pour un quotidien simplifié.à proximité aussi de la faculté, idéal pour étudiants ou familles.cet appartement est une opportunité à ne pas manquer.contactez nous au 98271714 pour plus dinformations et une visite"
Ariana,750000.0,4.0,La Soukra,"agence idéal immobilier vous propose un appartement exceptionnel jamais habité, niché au rez de chaussée d'une résidence r5, située dans le prestigieux quartier de la nouvelle soukra.caractérisé par ses espaces généreux et ses finitions haut de gamme, cet appartement de 146m2 offre un cadre de vie harmonieux et raffiné. dès l'entrée, vous serez accueilli dans un spacieux salon baigné de lumière naturelle, idéal pour se détendre en famille ou recevoir des invités.la cuisine équipée offre un espace fonctionnel et moderne pour préparer de délicieux repas. les deux chambres à coucher, dotées d'une salle de bain commune, offrent des espaces privés confortables pour toute la famille. de plus, une suite parentale avec sa douche privative garantit intimité et confort ultime.l'atout majeur de cet appartement? un magnifique jardin de 170m2, véritable oasis de verdure au coeur de la résidence, où vous pourrez profiter de moments de détente en plein air. une grande piscine de 60m3 ajoute une touche de luxe à cet espace extérieur, parfait pour se rafraîchir lors des chaudes journées estivales."
Tunis,260000.0,4.0,El Menzah 9,"on vous propose à la vente un appartement s+3 à menzah 9 sur l'avenue taher ben ammar  à proximité des commerces , écoles et des moyens de transportslentrée donne sur un couloir qui distribue-un salon salle à manger donnant sur un balcon vue panoramique-trois chambres à coucher-une salle d'eau invités-une salle de bain commune est disponible.-une cuisine donnant sur un séchoirchauffage central.l'appartement est ancien mais bien entretenuappartement idéal pour habitation ou investissement locatifpour plus de détails veuillez nous appeler au 98271714."
Tunis,320000.0,2.0,Jardins de Carthage,"a vendre un coquet et lumineux appartement en s +1 de 70 m² au coeur des jardins de carthage dans une chic résidence gardée et sécurisée.excellent standing,prix : 320 md négociable21834100ref: ln a"
Ariana,180000.0,1.0,La Soukra,"il se compose d'un lumineux salon, une cuisine équipée, une spacieuse chambre à coucher et une salle de bain moderne.pour tous renseignements, veuillez nous appeler sur le 98191092."
Tunis,280000.0,2.0,El Aouina,"a vendre un appartement s+2, dune superficie total 118m² à cité el wahat derrière monoprix, au 2ème étage, il se compose dun salon, une cuisine bien équipée, deux chambres à coucher dont une avec dressing plus une salle de bain.lappartement est équipé par chauffage central plus une place parking sous-sol.merci de contacter notre agent en immobilier au 90531973"
Ariana,360000.0,3.0,La Soukra,la soukra : à vendre s+2 au 1er étage sans ascenseur presque neuf peu habité salon avec balcon 2 chambres une avec dressing cuisine avec séchoir sdb chauffage central 2 clim place parking avec abri   prix  360 md pour rdv et visite 98201908
Tunis,275000.0,3.0,El Aouina,"#réf 95va vendre appartement s2jardins l'aouina7eme étage avec ascenseursuperficie 78 m2l'appartement se compose comme suit :un salon lumineux muni d'un dressing au couloir une cuisine munie d'un séchoir, 2 chambres à coucher, salle de bain et salle deau avec douche.prix 275.000 mdnuméro de téléphone 54542023"
Tunis,250000.0,2.0,Ain Zaghouan,"a vendre , ainzaghouan , 85m²- un coquet et spacieux appartement en s +1 très bien situé à ain zaghouan , dans une belle résidence gardée.- superficie : 85 m²- double ascenseurs- parking : abris de voitureprix : 250 md21834100ref : dhie"
Ariana,105000.0,3.0,Cite El Behi Ladghem,dans une résidence  propre  et  gardée  24 / 24  a vendre  appt  (  s+2 ) retapé a neuf  - place parking -  4ème étage  sans ascenceur - a cité  bahi  ladghem   juste a  5-10mn de  télécom  et  mosquée  cité  ennozha - - pour visite sur  rdv  prés station  agil  cité olympique  el-manzeh / tél : 53999911
Tunis,575000.0,4.0,El Aouina,"à vendreappartement s+3 à chotrana1superficie:175 m²etage: 1er étage avec ascenseurcomposition:salon avec balconsalle deaux invitécuisine équipée hotte plaque et fourséchoirdressing au couloirsuite parentale avec salle de douche et dressingdeux chambres à coucher avec dressingsalle de bain commune2 place de parking sous-solchauffage centralclimatiseursprix 575,000 md"
Tunis,270000.0,1.0,Marsa Safsaf,crown immobilière vous propose un cabinet médicale situé au 1er étage d'une résidence r3 à la marsa
Ariana,85000.0,4.0,Borj Louzir,"à vendre : appartement au 3ème étage à borj louzir, ariana, proche de toutes commodités. il se compose d'un salon, de trois chambres, d'une cuisine et d'une salle de bains. titre foncier individuel, prix négociable. pour toute information, contactez le 98 439 909."
Tunis,734000.0,4.0,Ain Zaghouan,"agence immobilière le carré 9 met à la vente un appartement s3 de 163m² direct promoteur au 1er étage dune résidence  r4 en cours dexécution avec double ascenseur à ain zaghouan à proximité de la route nationale de la marsala partie jour contient un salon avec une terrasse, une cuisine équipée ,un séchoir, une salle deau invités  et chambre de servicela partie nuit loge une suite parentale avec sa salle de bain et son coin dressing, deux chambre à coucher avec dressings et une salle de bain communelappartement est équipé par un dressing à lentrée, du chauffage et de la climatisation centralesanitaire de qualité importés, double vitrage, vidéophone et caméras de surveillanceil dispose aussi dautres s+3 du 1er au 4ème étage de différentes superficies avec un prix de 4500dtttc par m²s3 de 164m² à 738000dt et un s3 de 165m² à 743000dtcette résidence est une icône de prestige architectural et elle offre plus des commodités de haut standing comme une salle de sport et une piscine avec jacuzzi pour les résidentsplace parking sous-sol à 29000dtcellier à 2300dt ttc le m²/remise des clés novembre 2025tél: 28177388"
Ariana,450000.0,4.0,El Menzah 8,"nous vous proposons à la vente un appartement dans le quartier de menzah 8, avec une surface nette de 135 m². situé au rez-de-chaussée et classé s+3, cet appartement dispose d'une place de stationnement au sous-sol. il se compose dun salon lumineux avec balcon, d'une cuisine bien aménagée, d'une buanderie, ainsi qu'une chambre réservée pour le personnel. le bloc nuit inclut une suite parentale avec baignoire et dressing, deux autres chambres avec dressings, et une salle de bain avec baignoire. le titre foncier est individuel et le prix est  négociable. pour toute information complémentaire, contactez ag au 98 439 909."
Manouba,275000.0,3.0,La Mannouba,"a vendre s+3, haut standing, spacieux, dans une résidence bien sécurisée gardée jour et nuit et avec des caméras de surveillance, bon voisinage, proche de toutes les commoditésmanoubaprix: 290 mdréf-26938tél 51 66 0000tél 55 633 000darbaba(.)tn"
Ariana,510000.0,1.0,Cite Ennasr 1,ref avm01648#perla #immo met en #venteun appartement #s3emplacement  #ennaser 1 proche de toutes commoditésen rez-de-chaussée avec jardinpetite résidence r2 bien sécurisée.bonne orientation bien ensoleillée.description un salon avec terrassetrois chambres à coucher dont une avec dressing une salle de bain une salle d?eau et une cuisine bien équipée agencée avec séchoir.superficie totale 135 m²superficie couverte 120 m²superficie non couverte (jardin) 70 m²4 climatiseurs.chauffage central.parking intérieurprix  510000 dttitre individuelcontact 20338278 ou 98617607 ou 71 717 175 3 pieces.
Tunis,320000.0,2.0,Jardins de Carthage,"appartement s+1 de 72 m situé dans une résidence r+4 sécurisée et gardée dotée dun très bon emplacement aux jardins de carthage.il se compose comme suit : un salon avec balcon, une cuisine séparée agencée et équipée(hotte, plaque, four)+ séchoir, une chambre à coucher et une salle de douche.une place parking sous-sol est disponible.si vous souhaitez visiter le bien nhésitez pas à nous contacter54010782"
Tunis,235000.0,4.0,El Manar 1,"à vendre un appartement en s+3  ancien standing à côté du campus, monoprix et de la clinique de manar 1 idéal pour investissement locatif situé au 5ème étage avec ascenseur d'une résidence calme et sécurisée ,composé d'un hall d'entrée ,un salon avec balcon, une salle d'eau et une chambre pour les invités , une cuisine avec séchoir. la partie nuit se compose de deux chambres à coucher avec placards et une salle de bain commune . l'appartement est équipé de chauffage central.titre bleu individuelparking extérieur en bas de l'immeuble.l'appartement était loué dans l'état à 1100 dinars par mois , il est vide maintenant .prix final : 235000 dtpour plus d'infos contactez : 52523952"
Tunis,594000.0,3.0,Jardins de Carthage,"agence immobilière le carré 9 vous propose à la vente un appartement s2 dune superficie de 132m² direct promoteur situé au 1er étage dune nouvelle résidence avec double ascenseur aux jardins de carthage.la partie jour se compose dun salon et salle à manger donnant sur un balcon, une cuisine bien équipée avec un séchoir et une salle de douche.la partie nuit loge deux chambres à coucher dont une avec un petit balcon et une salle de bain commune.il est équipé du chauffage central, de la climatisation en split et des dressings dans toutes les pièces.les superficies disponibles sont entre 132m² à 594000dt au 134.37m² à 605000dt du 1er au 7ème étage.place de parking à 30000dt et cellier entre 17000dt et 35000dt disponibles au sous-sol.remise des clés fin 2024.pour plus d'informations veuillez nous contacer au 28177388 ou 23219610."
Tunis,408000.0,4.0,El Aouina,"agence immobilière le carré 9 vous propose à la vente un appartement s3 neuf direct promoteur d'une superficie de 150m² situé au rdc d'une résidence gardée et sécurisée à cité les palmeraies laouinal'appartement se compose dun salon et une salle à manger, une cuisine équipée avec un séchoir, une salle deau invités, une suite parentale avec dressing, salle de douche et un balcon, deux chambres à coucher dont une avec dressing et une salle de bain commune.il est équipé du chauffage central et de la climatisation en split dans le salon et la suite parentale.un autre appartement s3 de 152m² situé au 6ème étage à 412000dt est disponible.une place de parking est disponible au sous-sol à 18000dt.pour plus d'informations veuillez nous contacter au 28177388 ou 23219610"
Ariana,190000.0,1.0,Sidi Salah,ref: avm01511perla immo met en venteun appartement s2situé à soukra sidi salahen deuxième étagerésidence r2 bien sécurisée.description salon avec balcondeux chambres à coucher avec dressing salle de bain cuisine bien équipée avec séchoir.equipements chauffage central 2 climatiseurs.superficie totale: 100 m²superficie couverte :95 m²prix: 190000 dt20338278 ou 98617607 ou 71 717 175 2 pieces.
Tunis,330000.0,1.0,Berge Du Lac,ref avm01578#perla #immo met en #venteun #appartement #s1emplacement  #lac2en 8 ème étage avec deux ascenseursrésidence r8 bien sécurisée.bonne orientation bien ensoleilléedescription un salon avec balconune chambre à coucher avec dressing une salle de bain et une cuisine bien équipée avec séchoir.superficie totale 50 m²deux climatiseurs.chauffage central.parking sous-solbâti 2010prix  330000 dtvaleur locative 1600dt 1 pieces.
